track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date
"\"Apna Bana Le (From \"\"Bhediya\"\")\"","Arijit Singh, Sachin-Jigar",2,86,0,139836056,11,101,0,0,59,44,56,80,0,6,3,2022-11-05
"\"Besharam Rang (From \"\"Pathaan\"\")\"","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,130,4,140187018,21,79,2,0,77,65,80,6,0,15,4,2022-12-12
"\"Come Back Home - From \"\"Purple Hearts\"\"\"",Sofia Carson,1,367,0,97610446,28,67,195,0,56,43,53,24,0,12,4,2022-07-12
"\"I'm Tired - From \"\"Euphoria\"\" An Original HBO Series\"",Labrinth,1,1888,0,121913181,26,1,58,0,28,26,20,19,0,30,3,2022-02-04
"\"Kesariya (From \"\"Brahmastra\"\")\"","Pritam, Arijit Singh, Amitabh Bhattacharya",3,292,6,366599607,26,98,4,0,58,44,57,57,0,10,3,2022-07-17
"\"Nobody Like U - From \"\"Turning Red\"\"\"","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar���s Turning Red), Topher Ngo, Grayson Vill",6,918,0,120847157,34,39,30,0,91,73,72,13,0,9,15,2022-02-25
"\"Phir Aur Kya Chahiye (From \"\"Zara Hatke Zara Bachke\"\")\"","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,178,6,64533040,6,71,1,0,56,53,55,53,0,12,4,2023-05-15
"\"Tere Vaaste (From \"\"Zara Hatke Zara Bachke\"\")\"","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,182,8,54225632,3,88,1,0,76,96,72,32,0,9,4,2023-05-22
"\"What Was I Made For? [From The Motion Picture \"\"Barbie\"\"]\"",Billie Eilish,1,873,104,30546883,80,227,95,24,44,14,9,96,0,10,3,2023-07-13
'Till I Collapse,"Eminem, Nate Dogg",2,22923,0,1695712020,78,46,,1,55,10,85,7,0,8,20,2002-05-26
(It Goes Like) Nanana - Edit,Peggy Gou,1,2259,59,57876440,0,0,109,17,67,96,88,12,19,8,4,2023-06-15
10 Things I Hate About You,Leah Kate,1,1301,0,185550869,23,1,15,0,54,45,79,1,0,17,5,2022-03-23
10:35,"Ti��sto, Tate M",2,4942,26,325592432,190,104,147,18,70,70,79,7,0,18,10,2022-11-01
2 Be Loved (Am I Ready),Lizzo,1,3682,6,247689123,41,0,158,2,72,92,77,9,0,8,11,2022-07-14
2055,Sleepy hallow,1,2226,0,624515457,29,0,44,0,78,65,52,46,0,12,31,2021-04-14
212,"Mainstreet, Chefin",2,352,0,143139338,10,0,39,0,79,86,52,66,0,9,7,2022-01-15
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,620,0,54937991,17,3,3,0,90,74,54,16,0,13,28,2022-01-07
295,Sidhu Moose Wala,1,246,4,183273246,4,106,0,0,68,54,76,21,0,11,20,2021-05-15
505,Arctic Monkeys,1,13985,25,1217120710,30,80,588,1,52,20,85,0,0,7,5,2007-04-20
69,"Nicky Jam, Feid",2,1134,22,57945987,39,14,48,2,79,58,62,11,0,11,23,2023-05-18
A Holly Jolly Christmas - Single Version,Burl Ives,1,7930,0,395591396,108,120,73,0,67,81,36,64,0,15,3,1952-01-01
A Tale By Quincy,The Weeknd,1,733,0,41924466,0,2,2,0,46,55,50,71,0,10,11,2022-01-07
A Tu Merced,Bad Bunny,1,4214,11,685071800,21,20,40,0,86,89,79,17,0,11,6,2020-02-29
A Veces (feat. Feid),"Feid, Paulo Londra",2,573,0,73513683,2,0,7,0,80,81,67,4,0,8,6,2022-11-03
ALIEN SUPERSTAR,Beyonc�,1,2688,0,171788484,39,47,36,0,55,46,64,0,0,17,10,2022-07-29
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,6556,0,528544703,93,5,67,1,74,79,66,11,0,8,16,2021-06-24
AMARGURA,Karol G,1,1133,39,153372011,14,71,23,10,92,55,70,18,0,15,7,2023-02-24
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyonc�",2,896,0,57089066,34,2,33,0,78,20,70,1,0,16,4,2023-05-19
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,995,19,463564958,12,117,9,5,77,79,73,15,0,27,10,2022-11-24
ANTIFRAGILE,LE SSERAFIM,1,761,12,301051721,23,95,11,0,88,82,80,8,0,11,8,2022-10-17
Abcdario,"Junior H, Eden Mu��",2,262,5,89933133,8,60,4,1,70,42,43,78,0,11,3,2023-05-13
About Damn Time,Lizzo,1,2332,2,723894473,0,0,25,0,84,72,74,10,0,34,7,2022-07-15
Acapulco,Jason Derulo,1,3098,0,363467642,111,5,182,1,77,51,79,5,0,16,5,2021-09-01
Acr��s,Shakira,1,955,29,123124076,37,50,79,11,75,35,48,84,0,10,12,2023-05-11
Adore You,Harry Styles,1,13454,1,1439191367,246,71,519,2,68,57,77,2,0,10,5,2019-12-06
Afraid To Feel,LF System,1,5898,5,244790012,129,55,128,0,58,68,91,2,0,27,11,2022-05-02
After Dark,Mr.Kitty,1,1776,14,646886885,1,9,3,0,58,4,60,7,41,8,3,2014-08-08
After Hours,The Weeknd,1,8084,6,698086140,45,115,218,1,66,16,57,10,1,12,3,2020-02-19
After LIKE,IVE,1,767,12,265548837,20,129,11,0,68,80,92,10,0,9,12,2022-08-22
Agosto,Bad Bunny,1,897,0,246127838,6,20,8,0,85,72,58,9,0,49,12,2022-05-06
Aguacero,Bad Bunny,1,829,0,283359161,4,15,10,0,86,67,65,42,0,35,7,2022-05-06
Agudo M��gi,"Styrx, utku INC, Thezth",3,323,0,90598517,4,0,14,0,65,49,80,22,4,7,5,1930-01-01
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,894,4,176103902,28,0,54,0,95,83,57,54,0,10,25,2022-06-03
Ain't Shit,Doja Cat,1,3436,0,499710590,32,6,46,0,86,62,49,51,0,35,21,2021-06-25
Ain���t Tha,Morgan Wallen,1,356,4,88791109,4,20,0,0,64,67,80,0,0,36,3,2023-03-03
Alien Blues,Vundabar,1,1930,0,370068639,3,0,28,0,47,44,76,8,91,9,3,2015-07-24
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,5342,0,426204830,33,123,7,0,37,17,67,2,0,34,9,2019-08-04
All I Want for Christmas Is You,Mariah Carey,1,25653,0,1449779435,387,132,,0,34,33,63,16,0,7,4,1994-10-28
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2175,23,144565150,69,145,69,2,83,69,44,15,0,10,33,2023-05-12
All Of The Girls You Loved Before,Taylor Swift,1,1282,6,185240616,26,6,19,0,72,40,47,71,0,13,4,2019-08-23
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,259,0,37126685,5,17,5,0,77,28,55,18,0,22,15,2023-06-02
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,4635,5,583687007,50,49,30,1,63,21,52,28,0,9,3,2021-11-12
All of Me,John Legend,1,27221,0,2086124197,308,118,,2,42,33,26,92,0,13,3,2013-08-01
Alone,Burna Boy,1,782,2,96007391,27,18,32,1,61,32,67,15,0,11,5,2022-11-04
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,727,16,94186466,17,60,28,1,60,13,53,4,0,21,4,2023-06-02
Andrea,"Buscabulla, Bad Bunny",2,1195,0,344055883,8,30,13,1,80,45,62,76,0,10,38,2022-05-06
Angel Baby,Troye Sivan,1,1959,9,408843328,52,25,32,0,56,41,57,1,0,13,3,2021-09-09
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,577,14,133753727,22,18,15,1,53,24,67,11,0,10,28,2023-05-01
Angels Like You,Miley Cyrus,1,3372,19,570515054,65,48,138,1,67,49,64,10,0,10,3,2020-11-27
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,551,4,86773632,13,46,20,1,61,20,48,21,0,12,6,2023-06-02
Another Love,Tom Odell,1,18371,83,1813673666,250,122,,19,45,13,54,70,0,9,4,2012-10-15
Antes de Perderte,Duki,1,584,8,157136970,12,1,8,0,81,61,93,49,0,12,11,2022-06-02
Anti-Hero,Taylor Swift,1,9082,56,999748277,242,142,165,9,64,51,63,12,0,19,5,2022-10-21
Antidepresan,"Mabel Matiz, Mert Demir",2,313,2,136689549,10,6,7,1,70,92,59,3,0,10,3,2022-11-04
Apocalypse,Cigarettes After Sex,1,13091,17,841749534,61,96,790,2,37,17,47,2,46,11,3,2017-03-21
Arcade,Duncan Laurence,1,6646,0,991336132,107,47,584,1,45,27,33,82,0,14,4,2019-03-07
"Arc��ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,654,3,100409613,11,3,18,1,72,79,78,55,0,15,30,2023-03-22
Area Codes,"Kaliii, Kaliii",2,1197,13,113509496,44,34,25,1,82,51,39,2,0,9,49,2023-03-17
As It Was,Harry Styles,1,23575,130,,403,198,863,46,52,66,73,34,0,31,6,2022-03-31
Astronaut In The Ocean,Masked Wolf,1,7191,0,1138474110,146,18,478,0,78,47,70,18,0,15,9,2019-01-01
Atlantis,Seafret,1,3045,6,571386359,43,53,134,1,40,23,48,5,0,12,3,2015-04-22
Attention,NewJeans,1,799,12,264717480,14,141,9,0,81,70,65,24,0,8,4,2022-08-01
Auntie Diaries,Kendrick Lamar,1,1545,0,37778188,1,0,4,0,43,60,38,76,1,48,38,2022-05-13
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,5153,6,244585109,102,53,113,12,74,71,89,24,61,15,5,2022-06-15
BABY HELLO,"Rauw Alejandro, Bizarrap",2,1004,35,54266102,42,80,58,3,77,84,89,17,0,43,5,2023-06-23
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,836,0,159240673,14,1,13,0,84,43,75,5,0,6,8,2022-08-18
BESO,"Rauw Alejandro, ROSAL�",2,4053,50,357925728,82,121,182,12,77,53,64,74,0,17,14,2023-03-24
BILLIE EILISH.,Armani White,1,2537,0,277132266,49,1,67,11,90,75,50,11,0,9,26,2022-01-20
BREAK MY SOUL,Beyonc�,1,9724,0,354614964,222,61,259,14,70,87,88,4,0,26,8,2022-06-21
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,4277,66,177740666,145,111,213,11,60,23,91,0,0,12,3,2023-04-06
Back To December (Taylor's Version),Taylor Swift,1,139,17,39228929,16,72,5,0,50,20,64,1,0,12,3,2023-07-07
BackOutsideBoyz,Drake,1,1045,0,93367537,8,5,2,0,85,40,43,4,0,39,32,2022-11-04
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,1456,0,219196651,53,2,33,0,77,94,87,2,0,23,12,2022-08-05
Bad Habit,Steve Lacy,1,8186,12,822633917,155,72,131,16,69,69,51,63,0,38,4,2022-06-29
Bad Habits,Ed Sheeran,1,12755,8,1555511105,344,97,945,15,81,59,90,5,0,36,3,2020-09-03
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,685,2,129314708,17,0,24,0,71,78,40,46,0,7,45,2022-06-10
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,6111,4,756907987,185,40,492,9,76,96,70,18,0,33,4,2022-03-04
Bamba (feat. Aitch & BIA),"Luciano, Aitch, B�",3,869,7,146223492,14,12,12,2,80,82,81,14,0,13,36,2022-09-22
Bar,"Tini, L-Gante",2,755,4,200972675,22,3,0,0,52,68,69,13,0,33,8,2021-11-11
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,1117,80,65156199,82,145,65,16,77,75,58,52,0,23,25,2023-06-23
Beautiful Girl,Luciano,1,710,4,160035717,16,11,18,0,84,61,42,31,0,9,9,2022-04-22
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,849,22,367316268,27,129,21,7,54,75,60,30,0,7,5,2022-12-16
Before You Go,Lewis Capaldi,1,8327,24,1608045237,205,130,625,0,45,19,60,63,0,9,6,2019-11-01
Beggin,M��ne,1,8559,0,1367810478,183,64,964,9,71,59,80,13,0,36,5,2017-12-08
Bejeweled,Taylor Swift,1,2699,0,328207708,39,35,22,2,70,39,56,6,0,9,7,2022-10-21
Believer,Imagine Dragons,1,18986,23,,250,121,,10,77,74,78,4,0,23,11,2017-01-31
Belly Dancer,"BYOR, Imanbek",2,5115,13,383835984,109,38,301,1,85,42,80,6,0,17,14,2022-02-18
Besos Moja2,"Wisin & Yandel, ROSAL�",2,2460,13,309483971,53,7,56,3,74,64,73,6,0,10,6,2022-09-29
Best Friends,The Weeknd,1,1292,0,101114984,3,18,14,0,49,49,59,44,0,35,21,2022-01-07
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,4091,0,421040617,105,2,73,13,72,67,68,0,0,14,4,2021-09-24
Better Than Revenge (Taylor's Version),Taylor Swift,1,86,11,30343206,3,33,3,0,50,67,89,0,0,19,8,2023-07-07
Betty (Get Money),Yung Gravy,1,2402,0,221752937,45,2,26,0,73,62,75,0,0,34,8,2022-06-10
Bigger Than The Whole Sky,Taylor Swift,1,1180,0,121871870,4,0,8,0,42,7,24,83,1,12,6,2022-10-21
Bite Me,ENHYPEN,1,349,69,76767396,8,96,5,0,80,69,78,28,0,11,14,2023-05-22
Blank Space,Taylor Swift,1,11434,53,1355959075,154,123,410,2,75,57,68,9,0,13,6,2014-01-01
Blessed-Cursed,ENHYPEN,1,246,0,77337771,2,12,10,0,60,40,89,9,0,60,6,2022-01-10
Blind,SZA,1,1484,0,163284000,22,51,12,0,46,60,28,91,0,21,4,2022-12-09
Blinding Lights,The Weeknd,1,43899,69,,672,199,,20,50,38,80,0,0,9,7,2019-11-29
Bloody Mary,Lady Gaga,1,3909,0,372476382,66,26,277,3,59,49,65,2,0,13,3,2011-01-01
Bohemian Rhapsody - Remastered 2011,Queen,1,40112,3,,321,162,,8,41,23,40,27,0,30,5,1975-10-31
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,1254,6,263453310,26,69,73,2,65,72,95,31,0,92,5,2022-11-03
Bones,Imagine Dragons,1,4198,44,838079900,98,108,327,17,77,65,72,2,0,7,5,2021-03-11
Bored,Billie Eilish,1,4204,0,777765388,39,45,250,0,60,11,33,90,0,8,5,2017-03-30
Born Singer,BTS,1,279,0,79095270,0,18,6,0,60,68,84,4,0,24,11,2022-06-10
Born With A Beer In My Hand,Morgan Wallen,1,203,0,34450974,5,9,0,0,53,61,81,5,0,36,4,2023-03-03
Bound 2,Kanye West,1,19806,7,703301727,33,11,274,0,37,28,66,14,0,9,5,2013-01-01
Boy With Luv (feat. Halsey),"Halsey, BTS",2,4260,0,1065580332,113,92,259,0,65,80,86,9,0,19,10,2019-04-12
Boy's a liar,PinkPantheress,1,1225,0,156338624,27,0,28,13,66,74,84,25,0,21,4,2022-11-30
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,5184,41,156338624,154,84,102,14,70,86,81,25,0,25,5,2023-02-03
Boyfriend,Dove Cameron,1,3766,0,496311364,76,0,102,0,35,23,61,23,0,19,6,2022-02-11
Boyfriends,Harry Styles,1,1517,0,137070925,26,2,30,0,42,32,20,94,0,11,4,2022-05-20
Brividi,"Mahmood, Blanco",2,1175,0,135079152,34,1,31,0,52,44,60,40,0,26,3,2022-02-02
Broke Boys,"Drake, 21 Savage",2,1060,0,106249219,3,8,5,0,64,11,53,1,0,25,27,2022-11-04
Bussin,"Nicki Minaj, Lil Baby",2,847,0,64714573,25,0,14,0,89,75,70,6,0,13,5,2022-02-11
Butter,BTS,1,4779,6,1143647827,180,135,223,0,79,70,36,0,0,6,11,2021-05-21
Bye,Peso Pluma,1,324,14,95053634,13,110,8,2,78,70,81,57,0,10,5,2023-05-26
Bye Bye,"Marshmello, Juice WRLD",2,766,0,84697729,16,0,9,0,65,24,53,6,0,51,4,2022-10-14
CAIRO,"Karol G, Ovy On The Drums",2,2418,26,294352144,52,66,55,1,95,43,69,47,0,9,31,2022-11-13
CHORRITO PA LAS ANIMAS,Feid,1,2321,36,345031710,29,65,34,5,74,61,83,11,0,35,6,2022-12-02
CORAZ��N VA,Maria Becerra,1,370,20,43857627,12,16,18,4,68,40,79,33,0,30,6,2023-06-22
CUFF IT,Beyonc�,1,7842,10,595900742,215,88,330,26,78,64,69,4,0,7,14,2022-07-29
Caile,Luar La L,1,1494,2,273914335,17,12,15,0,70,46,76,30,0,9,45,2020-12-18
California Breeze,Lil Baby,1,991,0,85559365,36,38,13,0,74,22,67,0,0,11,46,2022-10-14
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,18773,0,579395142,128,17,,0,77,76,84,3,0,38,4,1995-12-28
Call Out My Name,The Weeknd,1,11087,6,1449799467,151,107,801,1,45,17,60,21,0,33,4,2018-03-29
Callaita,"Bad Bunny, Tainy",2,9539,15,1304313953,162,116,355,7,61,24,62,60,0,24,31,2019-05-31
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,1051,16,109276132,31,37,31,0,63,22,54,46,0,12,8,2023-06-02
Calm Down,R��,1,4013,10,445763624,107,44,750,22,81,82,78,38,0,12,4,2022-02-09
Calm Down (with Selena Gomez),"R��ma, Selena G",2,7112,77,899183384,202,119,318,38,80,82,80,43,0,14,4,2022-03-25
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,6074,52,1953533826,201,44,,2,63,88,93,3,0,10,8,2011-08-16
Car's Outside,James Arthur,1,794,10,265882712,38,25,61,0,34,24,56,4,0,11,3,2019-10-18
Cart��o B,"MC Caverinha, KayBlack",2,269,4,71573339,7,2,30,1,84,55,47,26,0,20,64,2023-05-11
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,648,4,187701588,0,0,30,0,59,62,60,12,0,5,44,2022-07-01
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2313,0,136676504,34,0,29,0,88,15,56,1,0,8,6,2022-06-10
"Cay�� La Noche (feat. Cruz Cafun��, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafun��, B��jo, Abhir Hathi",7,1034,1,245400167,19,5,12,0,67,74,75,44,0,7,30,2022-01-14
Celestial,Ed Sheeran,1,1639,0,176474912,86,14,80,0,57,50,85,5,0,16,4,2022-09-29
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,536,10,288101651,10,72,8,3,66,85,60,40,0,14,13,2022-12-01
Chale,Eden Mu��,1,695,11,299648208,16,41,13,1,55,86,44,40,0,7,4,2022-02-18
Chance,Paulo Londra,1,225,0,89566512,11,0,7,0,72,22,46,24,0,9,6,2022-04-06
Chanel,"Becky G, Peso Pluma",2,681,10,161460990,15,92,21,2,85,53,68,40,0,9,4,2023-03-30
Chemical,Post Malone,1,2528,39,172825906,56,91,59,3,50,37,90,0,0,12,5,2023-04-14
Cheques,Shubh,1,67,8,47956378,7,10,0,0,74,36,63,26,0,27,5,2023-05-19
Christmas (Baby Please Come Home),Darlene Love,1,9122,0,242767149,121,58,212,0,34,35,76,39,0,8,5,1963-11-22
Christmas Tree,V,1,509,9,317622165,8,106,6,0,44,18,38,70,0,12,4,2021-12-24
Cigarettes,Juice WRLD,1,975,0,185408548,11,0,10,0,60,47,62,3,0,38,4,2021-12-10
Cinema,Harry Styles,1,2171,0,189236868,18,1,28,0,83,90,64,35,5,9,4,2022-05-20
Circles,Post Malone,1,19664,16,2132335812,391,73,633,3,70,59,75,24,0,9,4,2019-08-30
Circo Loco,"Drake, 21 Savage",2,1794,0,141720999,26,9,17,0,73,25,61,1,0,32,7,2022-11-04
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2096,0,107255472,34,3,30,0,47,50,80,10,0,32,38,2022-02-11
Classy 101,"Feid, Young Miko",2,2610,40,335222234,43,100,54,14,86,67,66,14,0,12,16,2023-03-31
Closer,"The Chainsmokers, Halsey",2,28032,0,,315,159,,0,75,64,52,41,0,11,3,2016-05-31
Coco Chanel,"Bad Bunny, Eladio Carrion",2,1962,38,250305248,28,89,29,5,68,14,76,4,0,10,4,2023-03-17
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,21097,52,1605224506,384,135,,37,80,92,80,4,0,10,3,2017-11-10
Columbia,Quevedo,1,714,43,58149378,25,89,30,13,67,26,71,37,0,11,4,2023-07-07
Con La Brisa,"Ludwig Goransson, Foudeqush",2,486,0,71095708,8,1,7,0,62,25,44,51,33,14,3,2022-11-04
Conceited,SZA,1,899,0,56870689,2,14,2,0,79,77,46,5,0,11,7,2022-12-09
Conex��es de M��fia (feat. Rich,"Rich The Kid, Matu�",2,385,4,77233241,17,7,41,1,77,69,58,39,0,26,5,2023-04-30
Contection,"GODZZ__-, Zakaria",2,6955,0,1180896317,65,45,398,0,81,83,75,14,0,29,34,2020-01-16
Cool for the Summer,Demi Lovato,1,9243,0,677389855,155,5,577,0,59,30,62,1,0,8,4,2015-01-01
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2942,0,271666301,42,28,43,0,50,39,78,4,0,11,33,2022-05-12
Count Me Out,Kendrick Lamar,1,2729,0,126191104,3,7,13,0,78,51,43,69,0,14,9,2022-05-13
Counting Stars,OneRepublic,1,29215,43,2011464183,179,97,,11,66,48,71,6,0,12,4,2013-01-01
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,5290,0,286739476,139,73,142,0,60,46,71,3,0,16,4,2022-03-18
Creep,Radiohead,1,36724,7,1271293243,146,72,,5,53,12,34,1,0,12,4,1992-09-21
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,6036,88,843957510,113,149,245,23,71,17,61,36,0,8,5,2022-12-02
Crown,Kendrick Lamar,1,1493,0,42485571,2,0,10,0,37,14,24,80,0,11,4,2022-05-13
Cruel Summer,Taylor Swift,1,7858,100,800840817,116,207,125,12,55,58,72,11,0,11,15,2019-08-23
Cupid,Fifty Fifty,1,526,10,139681964,15,93,30,0,77,94,66,65,0,38,3,2023-02-24
Cupid - Twin Ver.,Fifty Fifty,1,2942,77,496795686,91,212,78,6,78,76,59,43,0,34,3,2023-02-24
Cupid ��� Twin Ver. (FIFTY FIFTY) ��� Spe,sped up 8282,1,472,2,103762518,0,0,6,0,74,75,73,42,0,9,4,1997-01-01
Cupido,Tini,1,1240,24,217672943,51,29,63,4,91,63,58,52,0,31,22,2023-02-14
Curtains,Ed Sheeran,1,715,0,39893489,37,3,27,0,50,44,76,10,0,32,5,2023-05-05
C��,Rauw Alejandro,1,2636,3,465959382,36,82,39,0,77,26,63,58,0,11,5,2021-06-25
DANCE CRIP,Trueno,1,731,0,198883004,14,14,24,0,86,86,79,11,0,8,9,2021-11-17
DAN��A,"Mc Pedrinho, Pedro Sampaio",2,911,2,208166039,45,0,99,1,78,55,57,4,0,10,8,2022-02-01
DARARI,Treasure,1,328,0,182978249,10,21,7,0,72,55,64,49,0,7,4,2022-02-15
DESPECH�,ROSAL�,1,7613,33,782369383,180,90,422,15,92,78,62,18,0,6,10,2022-07-28
DOGTOOTH,"Tyler, The Creator",2,1479,0,80758350,23,0,18,0,71,80,65,51,0,22,32,2023-03-27
Daddy Issues,The Neighbourhood,1,9771,4,1127468248,42,70,384,0,59,33,52,7,15,12,3,2015-10-30
Dakiti,"Bad Bunny, Jhay Cortez",2,11215,21,1763363713,189,166,525,9,73,14,57,40,0,11,5,2020-10-30
Dance Monkey,Tones and I,1,24529,0,,533,167,,6,82,54,59,69,0,18,10,2019-05-10
Dance The Night (From Barbie The Album),Dua Lipa,1,2988,101,127408954,0,0,143,38,67,78,85,2,0,33,5,2023-05-25
Dandelions,Ruth B.,1,3423,21,1116995633,41,100,59,1,61,45,69,2,0,9,3,2017-04-28
Danger (Spider) (Offset & JID),"Offset, JID",2,214,0,24975653,3,3,6,0,83,25,69,4,0,23,12,2023-06-02
Danza Kuduro,"Don Omar, Lucenzo",2,17138,37,1279434863,119,81,974,1,47,86,92,8,0,5,24,2010-01-01
Dark Red,Steve Lacy,1,10431,7,920045682,71,53,181,0,60,77,78,45,0,12,6,2017-02-20
Dawn FM,The Weeknd,1,811,0,53933526,1,8,6,0,27,10,49,62,0,49,5,2022-01-07
Daydreaming,Harry Styles,1,1900,1,187703102,15,1,23,0,71,90,81,31,2,13,3,2022-05-20
Daylight,David Kushner,1,3528,98,387570742,80,156,182,24,51,32,43,83,0,9,3,2023-04-14
Deck The Hall - Remastered 1999,Nat King Cole,1,3299,0,127027715,65,39,41,0,69,96,36,81,0,8,4,1959-01-01
Demasiadas Mujeres,C. Tangana,1,2226,0,339473453,36,2,11,0,67,37,46,13,0,10,39,2020-10-08
Demons,Imagine Dragons,1,26694,13,1840364617,65,82,,4,33,38,71,20,0,28,5,2012-01-01
Desesperados,"Chencho Corleone, Rauw Alejandro",2,6821,34,809306935,83,58,128,7,87,51,69,36,0,9,8,2021-06-25
Despu��s de la P,Bad Bunny,1,2229,0,461558540,27,44,24,0,56,61,90,36,0,18,31,2022-05-06
Devil Don���,Morgan Wallen,1,166,0,32526947,2,10,0,0,53,32,66,38,0,9,3,2023-03-03
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,356,10,147290338,4,64,4,2,57,80,59,8,0,6,5,2023-02-03
Die For You,The Weeknd,1,2483,59,1647990401,68,21,24,0,59,51,52,9,0,15,7,2016-11-24
Die For You - Remix,"Ariana Grande, The Weeknd",2,3408,47,518745108,87,86,74,1,53,50,53,23,0,44,7,2023-02-24
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,4627,0,237351106,38,13,32,0,78,40,74,36,0,17,27,2022-05-13
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,896,0,160845341,19,0,15,0,81,68,58,83,0,11,34,2022-05-25
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,320,6,116334601,5,48,2,1,70,76,79,26,0,11,7,2023-03-14
Ditto,NewJeans,1,1154,22,397582059,28,125,11,1,81,18,64,3,0,10,11,2022-12-19
Do I Wanna Know?,Arctic Monkeys,1,33783,26,1788326445,133,92,,1,55,42,53,17,0,22,3,2013-01-01
Do It To It,"Cherish, ACRAZE",2,12403,0,674772936,183,63,465,0,85,64,81,2,5,7,9,2021-08-20
Do They Know It's Christmas? - 1984 Version,Band Aid,1,14169,0,481697415,209,30,449,0,60,23,57,0,2,27,3,1984-11-25
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,1064,0,81350745,42,1,26,0,84,54,51,47,0,12,40,2022-02-04
Doja,Central Cee,1,4169,44,482257456,57,44,183,1,91,97,57,38,0,40,29,2022-07-20
Don't Be Shy,"Ti��sto, Kar",2,6026,0,566954746,171,51,187,1,77,51,79,20,0,26,6,2021-08-01
Don't Start Now,Dua Lipa,1,27119,0,,532,77,,3,79,68,79,1,0,10,8,2019-10-31
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2442,0,240918092,81,4,248,1,82,49,88,20,0,21,3,2022-06-16
